Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,All-Star
Pau Gasol,168,PF,34,CHI,78,78,34.4,7.3,14.8,0.494,0.2,0.3,0.462,7.2,14.4,0.495,0.5,3.8,4.7,0.803,2.8,9.0,11.8,2.7,0.3,1.9,2.0,1.9,18.5,2014-2015,True
Paul George,173,SF,29,LAC,48,48,29.6,7.1,16.3,0.439,3.3,7.9,0.412,3.9,8.4,0.464,0.539,4.0,4.5,0.876,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4,21.5,2019-2020,True
Paul Millsap,306,PF,30,ATL,81,81,32.7,6.2,13.2,0.47,0.9,2.9,0.319,5.3,10.3,0.512,0.505,3.8,5.0,0.757,2.4,6.6,9.0,3.3,1.8,1.7,2.4,2.9,17.1,2015-2016,True
Paul Pierce,332,SF,33,BOS,80,80,34.7,6.3,12.8,0.497,1.4,3.7,0.374,5.0,9.1,0.547,0.551,4.8,5.6,0.86,0.4,5.0,5.4,3.3,1.0,0.6,2.1,2.9,18.9,2010-2011,True
Rajon Rondo,355,PG,24,BOS,68,68,37.2,4.7,9.9,0.475,0.1,0.6,0.233,4.5,9.2,0.491,0.482,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,2010-2011,True
Rashard Lewis,250,PF,28,ORL,81,81,38.0,6.4,14.0,0.455,2.8,6.8,0.409,3.6,7.2,0.498,0.554,2.7,3.2,0.838,1.2,4.2,5.4,2.4,1.2,0.5,1.7,2.6,18.2,2007-2008,True
Rasheed Wallace,425,C,32,DET,75,72,32.3,4.8,11.2,0.423,1.4,3.9,0.351,3.4,7.3,0.463,0.485,1.4,1.8,0.788,1.2,6.0,7.2,1.7,1.0,1.6,1.3,3.0,12.3,2006-2007,True
Ray Allen,6,SG,34,BOS,80,80,35.2,5.8,12.2,0.477,1.8,5.0,0.363,4.0,7.2,0.556,0.551,2.9,3.2,0.913,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3,2009-2010,True
Reggie Miller,259,SG,33,IND,50,50,35.7,5.9,13.4,0.438,2.1,5.5,0.385,3.8,7.9,0.475,0.517,4.5,4.9,0.915,0.5,2.2,2.7,2.2,0.7,0.2,1.5,2.0,18.4,1998-1999,True
Richard Hamilton,162,SG,28,DET,75,75,36.8,7.3,15.6,0.468,0.6,1.7,0.341,6.7,13.9,0.483,0.486,4.6,5.4,0.861,1.0,2.8,3.8,3.8,0.8,0.2,2.1,3.1,19.8,2006-2007,True
Roy Hibbert,186,C,26,IND,79,79,28.7,4.9,10.9,0.448,0.0,0.1,0.25,4.9,10.8,0.449,0.449,2.1,2.8,0.741,3.7,4.6,8.3,1.4,0.5,2.6,2.1,3.5,11.9,2012-2013,True
Rudy Gobert,180,C,28,UTA,71,71,30.8,5.5,8.2,0.675,0.0,0.1,0.0,5.5,8.1,0.68,0.675,3.3,5.3,0.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,2.3,14.3,2020-2021,True
Russell Westbrook,506,PG,30,OKC,73,73,36.0,8.6,20.2,0.428,1.6,5.6,0.29,7.0,14.5,0.481,0.468,4.1,6.2,0.656,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,22.9,2018-2019,True
Sam Cassell,69,PG,33,MIL,78,77,34.6,7.0,14.9,0.47,0.8,2.1,0.362,6.2,12.8,0.487,0.495,4.9,5.7,0.861,0.7,3.7,4.4,5.8,1.1,0.2,2.3,2.8,19.7,2002-2003,True
Shai Gilgeous-Alexander,192,PG,23,OKC,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,2021-2022,True
Shaquille O'Neal,299,C,29,LAL,67,66,36.1,10.6,18.3,0.579,0.0,0.0,0.0,10.6,18.3,0.58,0.579,5.9,10.7,0.555,3.5,7.2,10.7,3.0,0.6,2.0,2.6,3.0,27.2,2001-2002,True
Shareef Abdur-Rahim,3,SF,24,VAN,81,81,40.0,7.5,15.8,0.472,0.1,0.8,0.188,7.3,15.0,0.487,0.477,5.5,6.6,0.834,2.2,6.9,9.1,3.1,1.1,1.0,2.9,2.9,20.5,2000-2001,True
Shawn Marion,254,PF,27,PHO,81,81,40.3,8.8,16.9,0.525,1.2,3.6,0.331,7.7,13.3,0.577,0.56,3.0,3.7,0.809,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8,2005-2006,True
Stephen Curry,116,PG,32,GSW,63,63,34.2,10.4,21.7,0.482,5.3,12.7,0.421,5.1,9.0,0.569,0.605,5.7,6.3,0.916,0.5,5.0,5.5,5.8,1.2,0.1,3.4,1.9,32.0,2020-2021,True
Stephon Marbury,246,PG,24,PHO,82,80,38.9,7.6,17.2,0.442,0.9,3.0,0.286,6.8,14.2,0.476,0.467,4.3,5.5,0.781,0.9,2.3,3.2,8.1,0.9,0.2,3.5,2.3,20.4,2001-2002,True
Steve Francis,128,PG,25,HOU,81,81,41.0,7.0,16.2,0.435,1.0,3.0,0.354,6.0,13.2,0.453,0.468,5.9,7.3,0.8,2.0,4.2,6.2,6.2,1.7,0.5,3.7,3.1,21.0,2002-2003,True
Steve Nash,307,PG,36,PHO,75,75,33.3,5.3,10.8,0.492,1.1,2.7,0.395,4.2,8.1,0.525,0.542,3.0,3.3,0.912,0.5,2.9,3.5,11.4,0.6,0.1,3.5,1.2,14.7,2010-2011,True
Tim Duncan,132,C,37,SAS,74,74,29.2,6.0,12.2,0.49,0.0,0.1,0.0,6.0,12.2,0.493,0.49,3.1,4.3,0.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,1.8,15.1,2013-2014,True
Tony Parker,331,PG,30,SAS,66,66,32.9,7.9,15.1,0.522,0.4,1.0,0.353,7.5,14.0,0.534,0.534,4.2,5.0,0.845,0.3,2.7,3.0,7.6,0.8,0.1,2.6,1.4,20.3,2012-2013,True
Tracy McGrady,267,SF,26,HOU,47,47,37.1,8.7,21.5,0.406,1.6,5.0,0.312,7.2,16.5,0.434,0.442,5.4,7.2,0.747,1.0,5.6,6.5,4.8,1.3,0.9,2.6,1.9,24.4,2005-2006,True
Trae Young,538,PG,22,ATL,63,63,33.7,7.7,17.7,0.438,2.2,6.3,0.343,5.6,11.3,0.491,0.499,7.7,8.7,0.886,0.6,3.3,3.9,9.4,0.8,0.2,4.1,1.8,25.3,2020-2021,True
Tyrese Haliburton,214,SG-PG,21,TOT,77,77,35.0,5.6,11.8,0.473,2.1,5.1,0.414,3.5,6.8,0.517,0.562,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6,15.3,2021-2022,True
Tyson Chandler,86,C,29,NYK,62,62,33.2,3.9,5.7,0.679,0.0,0.0,0.0,3.9,5.7,0.683,0.679,3.5,5.1,0.689,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,11.3,2011-2012,True
Victor Oladipo,339,SG,24,OKC,67,67,33.2,6.1,13.9,0.442,1.9,5.3,0.361,4.3,8.7,0.491,0.51,1.7,2.3,0.753,0.6,3.8,4.3,2.6,1.2,0.3,1.8,2.3,15.9,2016-2017,True
Vince Carter,75,SG,29,NJN,79,79,36.8,8.3,19.2,0.43,1.6,4.6,0.341,6.7,14.6,0.459,0.471,6.1,7.6,0.799,1.7,4.1,5.8,4.3,1.2,0.7,2.7,3.0,24.2,2005-2006,True
Vlade Divac,112,C,31,SAC,82,81,29.0,4.7,9.3,0.503,0.1,0.3,0.269,4.6,9.0,0.511,0.507,2.8,4.1,0.691,2.1,5.9,8.0,3.0,1.3,1.3,2.3,3.1,12.3,1999-2000,True
Wally Szczerbiak,393,SF,23,MIN,82,82,34.8,5.7,11.2,0.51,0.3,0.9,0.338,5.4,10.3,0.526,0.524,2.2,2.5,0.87,1.6,3.8,5.5,3.2,0.7,0.4,1.7,2.8,14.0,2000-2001,True
Yao Ming,281,C,27,HOU,55,55,37.2,7.9,15.5,0.507,0.0,0.0,0.0,7.9,15.5,0.508,0.507,6.3,7.4,0.85,3.1,7.7,10.8,2.3,0.5,2.0,3.3,3.1,22.0,2007-2008,True
Zach LaVine,286,SG,25,CHI,58,58,35.1,9.8,19.4,0.507,3.4,8.2,0.419,6.4,11.1,0.571,0.596,4.4,5.1,0.849,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,2020-2021,True
Zach Randolph,336,PF-C,27,TOT,50,45,35.1,8.3,17.5,0.475,0.6,1.9,0.33,7.7,15.5,0.494,0.494,3.6,4.9,0.734,3.1,6.9,10.1,2.1,0.9,0.3,2.3,2.7,20.8,2008-2009,True
Zydrunas Ilgauskas,194,C,28,CLE,81,81,31.3,5.8,11.9,0.483,0.0,0.1,0.286,5.7,11.8,0.484,0.484,3.7,5.0,0.746,3.4,4.6,8.1,1.3,0.5,2.5,2.0,3.4,15.3,2003-2004,True
A.C. Green,152,PF,37,MIA,82,1,17.2,1.8,4.0,0.444,0.0,0.1,0.0,1.8,3.9,0.453,0.444,1.0,1.4,0.712,1.3,2.5,3.8,0.5,0.4,0.1,0.5,1.5,4.5,2000-2001,False
A.J. Guyton,160,PG,23,CHI,45,6,13.5,2.0,5.4,0.361,1.0,2.7,0.374,0.9,2.7,0.347,0.455,0.5,0.6,0.815,0.3,0.7,1.0,1.8,0.2,0.2,0.8,0.5,5.4,2001-2002,False
A.J. Price,344,PG,26,WAS,57,22,22.4,2.8,7.2,0.39,1.2,3.5,0.35,1.6,3.7,0.427,0.475,0.9,1.1,0.79,0.4,1.6,2.0,3.6,0.6,0.1,1.1,1.3,7.7,2012-2013,False
Aaron Brooks,58,PG,32,IND,65,0,13.8,1.9,4.6,0.403,0.7,2.0,0.375,1.1,2.6,0.424,0.483,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,5.0,2016-2017,False
Aaron Gordon,198,PF,26,DEN,75,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,4.6,7.7,0.605,0.573,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0,15.0,2021-2022,False
Aaron Gray,161,C,24,CHI,56,18,12.8,1.4,3.0,0.485,0.0,0.0,0.0,1.4,3.0,0.488,0.485,0.6,1.1,0.576,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,3.5,2008-2009,False
Aaron Holiday,244,PG,25,TOT,63,15,16.2,2.4,5.4,0.447,0.6,1.6,0.379,1.8,3.7,0.477,0.504,0.9,1.1,0.868,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5,6.3,2021-2022,False
Aaron McKie,276,SG,32,PHI,68,3,16.4,0.9,2.1,0.43,0.3,0.9,0.323,0.6,1.2,0.513,0.5,0.1,0.2,0.625,0.3,2.2,2.5,1.5,0.7,0.3,0.5,1.7,2.2,2004-2005,False
Aaron Nesmith,406,SF,22,BOS,52,3,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,3.8,2021-2022,False
Aaron Wiggins,581,SG,23,OKC,50,35,24.2,3.1,6.7,0.463,0.8,2.8,0.304,2.3,4.0,0.573,0.525,1.2,1.7,0.729,1.0,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3,2021-2022,False
Aaron Williams,427,C,32,NJN,72,7,18.6,2.4,4.8,0.503,0.0,0.0,0.333,2.4,4.7,0.504,0.504,1.5,2.2,0.677,1.4,2.7,4.1,1.1,0.5,0.6,1.2,2.6,6.3,2003-2004,False
Abdel Nader,362,SF,26,OKC,55,6,15.8,2.2,4.8,0.468,0.9,2.3,0.375,1.4,2.5,0.556,0.559,0.9,1.2,0.773,0.3,1.6,1.8,0.7,0.4,0.4,0.8,1.4,6.3,2019-2020,False
Acie Law,256,PG,26,TOT,51,0,14.2,1.6,3.6,0.435,0.1,0.7,0.167,1.5,2.9,0.5,0.452,0.9,1.3,0.734,0.2,1.0,1.2,1.6,0.6,0.0,0.8,1.2,4.2,2010-2011,False
Adam Keefe,206,PF,30,GSW,67,13,12.5,1.0,2.4,0.403,0.0,0.0,0.333,0.9,2.3,0.404,0.406,0.6,0.9,0.619,1.3,1.8,3.1,0.5,0.4,0.3,0.6,1.5,2.5,2000-2001,False
Adam Morrison,289,SF,24,TOT,52,5,13.7,1.5,4.3,0.359,0.6,1.8,0.333,0.9,2.4,0.378,0.43,0.3,0.4,0.739,0.3,1.2,1.5,0.8,0.2,0.1,0.6,1.5,4.0,2008-2009,False
Adonal Foyle,127,C,27,GSW,82,0,21.8,2.3,4.2,0.536,0.0,0.0,0.0,2.3,4.2,0.538,0.536,0.9,1.3,0.673,2.1,3.8,6.0,0.5,0.5,2.5,0.9,2.6,5.4,2002-2003,False
Adreian Payne,349,PF,24,MIN,52,2,9.3,1.0,2.8,0.366,0.2,0.6,0.281,0.8,2.2,0.389,0.397,0.3,0.5,0.654,0.4,1.8,2.1,0.6,0.3,0.2,0.7,1.5,2.5,2015-2016,False
Adrian Griffin,159,SF,32,CHI,54,1,10.8,1.1,2.4,0.473,0.0,0.1,0.0,1.1,2.3,0.496,0.473,0.3,0.4,0.789,0.7,1.3,2.0,1.1,0.6,0.1,0.7,1.4,2.5,2006-2007,False
Al Harrington,192,PF,31,DEN,64,1,27.5,5.4,12.1,0.446,1.6,4.7,0.333,3.8,7.3,0.519,0.512,1.9,2.8,0.676,1.1,5.0,6.1,1.4,0.9,0.2,1.8,2.8,14.2,2011-2012,False
Al Jefferson,222,C,32,IND,66,1,14.1,3.6,7.1,0.499,0.0,0.0,0.0,3.6,7.1,0.5,0.499,1.0,1.3,0.765,1.1,3.1,4.2,0.9,0.3,0.2,0.5,1.9,8.1,2016-2017,False
Al Thornton,399,SF-PF,27,TOT,71,23,19.5,2.9,6.1,0.476,0.1,0.4,0.154,2.8,5.7,0.496,0.48,1.5,2.0,0.775,0.8,2.2,3.0,0.9,0.5,0.2,0.9,2.0,7.4,2010-2011,False
Al-Farouq Aminu,13,PF,28,POR,81,81,28.3,3.2,7.3,0.433,1.2,3.5,0.343,2.0,3.9,0.514,0.514,1.9,2.1,0.867,1.4,6.1,7.5,1.3,0.8,0.4,0.9,1.8,9.4,2018-2019,False
Alan Anderson,15,SG,32,BRK,74,19,23.6,2.6,5.9,0.443,1.0,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,2014-2015,False
Alan Henderson,184,PF,32,DAL,78,10,15.4,1.5,2.8,0.527,0.0,0.0,0.0,1.5,2.8,0.532,0.527,0.5,1.0,0.539,2.1,2.4,4.5,0.3,0.4,0.5,0.6,1.9,3.5,2004-2005,False
Alan Williams,464,C,24,PHO,47,0,15.1,2.9,5.7,0.517,0.0,0.0,0.0,2.9,5.7,0.519,0.517,1.5,2.4,0.625,2.0,4.2,6.2,0.5,0.6,0.7,0.8,2.7,7.4,2016-2017,False
Alec Burks,85,SG,30,NYK,81,44,28.6,3.5,9.0,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7,2021-2022,False
Aleksej Pokusevski,448,PF,20,OKC,61,12,20.2,3.0,7.5,0.408,0.9,3.2,0.289,2.1,4.2,0.498,0.47,0.6,0.8,0.7,1.2,4.0,5.2,2.1,0.6,0.6,1.5,1.4,7.6,2021-2022,False
Alex Caruso,97,SG,27,CHI,41,18,28.0,2.5,6.2,0.398,1.0,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,2021-2022,False
Alex Len,292,C,27,TOT,64,42,15.3,2.7,4.3,0.615,0.1,0.4,0.32,2.5,4.0,0.644,0.629,1.1,1.8,0.629,1.2,2.8,4.1,0.8,0.3,1.0,0.9,2.0,6.6,2020-2021,False
Alexey Shved,408,SG,26,TOT,42,9,18.3,3.2,8.0,0.397,1.1,3.3,0.338,2.0,4.7,0.439,0.467,2.9,3.6,0.807,0.5,1.8,2.4,2.5,0.7,0.1,1.1,1.1,10.3,2014-2015,False
Alexis AjinÃÂÃÂ§a,5,C,27,NOP,59,17,14.6,2.5,5.3,0.476,0.0,0.0,0.0,2.5,5.3,0.478,0.476,0.9,1.1,0.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0,2015-2016,False
Alfonzo McKinnie,336,SF,28,LAL,39,0,6.6,1.2,2.4,0.516,0.4,1.0,0.41,0.8,1.4,0.593,0.602,0.3,0.5,0.556,0.6,0.8,1.4,0.2,0.2,0.0,0.1,0.7,3.1,2020-2021,False
Allan Ray,345,SG,22,BOS,47,5,15.1,2.1,5.5,0.386,1.0,2.5,0.414,1.1,3.0,0.364,0.479,0.9,1.2,0.764,0.4,1.1,1.5,0.9,0.4,0.1,0.9,1.8,6.2,2006-2007,False
Allen Crabbe,117,SG,26,BRK,43,20,26.3,3.2,8.7,0.367,2.3,6.0,0.378,0.9,2.7,0.342,0.499,1.0,1.3,0.732,0.4,3.1,3.4,1.1,0.5,0.3,1.1,2.4,9.6,2018-2019,False
Allonzo Trier,483,SG,23,NYK,64,3,22.8,3.6,8.1,0.448,0.8,2.1,0.394,2.8,6.0,0.466,0.498,2.8,3.5,0.803,0.5,2.6,3.1,1.9,0.4,0.2,1.8,1.8,10.9,2018-2019,False
Alonzo Gee,153,SF,28,NOP,73,38,22.4,1.8,3.5,0.518,0.2,0.8,0.283,1.6,2.7,0.59,0.551,0.6,0.9,0.667,0.8,2.5,3.4,1.0,0.9,0.2,0.8,2.3,4.5,2015-2016,False
Alperen ÃÂÃÂengÃÂÃÂ¼n,497,C,19,HOU,72,13,20.7,3.5,7.3,0.474,0.4,1.6,0.248,3.1,5.7,0.539,0.502,2.3,3.2,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,2021-2022,False
Alvin Williams,428,SG,29,TOR,56,54,30.9,3.6,8.9,0.405,0.5,1.6,0.292,3.1,7.3,0.43,0.431,1.2,1.5,0.776,0.3,2.4,2.7,4.0,1.0,0.2,1.4,2.0,8.8,2003-2004,False
Amal McCaskill,259,C,30,PHI,59,3,10.8,0.8,2.0,0.402,0.0,0.0,0.0,0.8,2.0,0.405,0.402,0.3,0.5,0.704,0.8,1.4,2.3,0.3,0.2,0.3,0.4,1.5,1.9,2003-2004,False
Amir Coffey,109,SG,24,LAC,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9.0,2021-2022,False
Amir Johnson,264,C,31,PHI,51,6,10.4,1.5,3.1,0.503,0.2,0.8,0.3,1.3,2.3,0.573,0.541,0.6,0.8,0.756,0.9,2.0,2.9,1.2,0.3,0.3,0.9,1.9,3.9,2018-2019,False
Anderson VarejÃÂÃÂ£o,436,C,33,TOT,53,0,9.4,1.0,2.3,0.427,0.0,0.0,0.0,1.0,2.3,0.431,0.427,0.6,0.9,0.64,0.7,2.0,2.7,0.7,0.3,0.2,0.4,1.3,2.6,2015-2016,False
Andray Blatche,52,PF,27,BRK,73,7,22.2,4.4,9.2,0.476,0.2,0.7,0.278,4.2,8.5,0.494,0.487,2.2,3.0,0.742,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3,11.2,2013-2014,False
Andre Miller,318,PG,38,TOT,81,0,15.5,1.8,3.6,0.5,0.1,0.4,0.206,1.7,3.2,0.539,0.512,0.7,1.0,0.753,0.5,1.4,1.9,3.5,0.4,0.1,1.3,1.3,4.4,2014-2015,False
Andre Roberson,378,SF,25,OKC,79,79,30.1,2.7,5.9,0.464,0.6,2.3,0.245,2.2,3.5,0.609,0.513,0.6,1.4,0.423,1.2,3.9,5.1,1.0,1.2,1.0,0.6,2.6,6.6,2016-2017,False
Andrea Bargnani,33,C,30,BRK,46,0,13.8,2.8,6.1,0.455,0.1,0.3,0.188,2.7,5.7,0.471,0.461,1.0,1.2,0.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6,2015-2016,False
Andrew Bogut,54,C,31,GSW,70,66,20.7,2.5,4.0,0.627,0.0,0.0,1.0,2.5,4.0,0.626,0.629,0.3,0.7,0.48,1.7,5.3,7.0,2.3,0.5,1.6,1.2,3.2,5.4,2015-2016,False
Andrew Bynum,75,C,24,LAL,60,60,35.2,7.4,13.3,0.558,0.0,0.1,0.2,7.4,13.2,0.56,0.558,3.9,5.6,0.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,2011-2012,False
Andrew DeClercq,99,C,24,BOS,81,49,18.8,2.1,4.2,0.497,0.0,0.0,0.0,2.1,4.2,0.499,0.497,1.2,2.1,0.601,2.2,2.6,4.8,0.7,1.0,0.6,1.0,3.4,5.4,1997-1998,False
Andrew Goudelock,176,SG,23,LAL,40,0,10.5,1.7,4.4,0.391,0.7,1.9,0.373,1.0,2.5,0.404,0.471,0.3,0.3,0.917,0.1,0.7,0.8,0.5,0.1,0.0,0.5,0.8,4.4,2011-2012,False
Andrew Harrison,203,PG,23,MEM,56,46,23.7,3.2,7.7,0.422,0.8,2.5,0.331,2.4,5.1,0.467,0.477,2.2,2.8,0.78,0.4,1.9,2.3,3.2,0.7,0.5,1.4,2.5,9.5,2017-2018,False
Andrew Lang,217,C,31,MIL,57,0,12.1,0.9,2.5,0.378,0.0,0.0,0.0,0.9,2.5,0.38,0.378,0.8,1.0,0.772,1.0,1.7,2.7,0.3,0.3,0.5,0.6,1.8,2.7,1997-1998,False
Andrew Nicholson,327,PF,26,ORL,56,0,14.7,2.6,5.5,0.471,0.7,2.0,0.36,1.9,3.5,0.536,0.537,0.9,1.2,0.785,0.6,3.0,3.6,0.4,0.2,0.4,0.7,1.2,6.9,2015-2016,False
Andris BiedriÃÂÃÂÃÂÃÂ¡,44,C,22,GSW,62,58,30.0,5.0,8.6,0.578,0.0,0.0,0.0,5.0,8.6,0.579,0.578,1.9,3.5,0.551,3.6,7.6,11.2,2.0,1.0,1.5,1.8,3.8,11.9,2008-2009,False
AndrÃÂÃÂ©s Nocioni,311,SF,31,PHI,54,17,17.2,2.2,5.1,0.426,0.8,2.2,0.356,1.4,2.9,0.478,0.502,0.9,1.1,0.803,0.4,2.8,3.1,0.8,0.3,0.3,0.9,1.9,6.1,2010-2011,False
Anfernee Hardaway,166,SG,32,TOT,76,14,27.6,3.7,8.9,0.411,0.4,1.0,0.38,3.3,7.9,0.415,0.433,1.5,1.8,0.804,0.9,2.9,3.8,2.3,0.9,0.3,1.4,1.9,9.2,2003-2004,False
Anfernee Simons,504,SG,22,POR,57,30,29.5,6.2,14.0,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,2021-2022,False
Ansu Sesay,358,SF,27,SEA,57,2,10.2,1.4,3.1,0.455,0.1,0.4,0.286,1.3,2.8,0.478,0.472,0.6,0.8,0.696,0.8,0.9,1.6,0.3,0.3,0.4,0.4,1.2,3.5,2003-2004,False
Anthony Bennett,45,PF,21,MIN,57,3,15.7,2.2,5.2,0.421,0.1,0.4,0.304,2.1,4.8,0.431,0.433,0.7,1.1,0.641,0.9,2.9,3.8,0.8,0.5,0.3,0.6,1.5,5.2,2014-2015,False
Anthony Carter,80,PG,34,DEN,54,7,15.9,1.4,3.4,0.42,0.3,1.2,0.27,1.1,2.2,0.5,0.467,0.2,0.2,0.846,0.3,1.3,1.6,3.0,0.7,0.2,1.1,1.3,3.3,2009-2010,False
Anthony Gill,193,PF,29,WAS,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1.0,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,2021-2022,False
Anthony Goldwire,145,PG,26,DEN,82,32,27.0,3.3,7.8,0.423,0.8,2.0,0.384,2.5,5.8,0.436,0.472,1.8,2.3,0.806,0.5,1.3,1.8,3.4,1.0,0.1,1.0,1.8,9.2,1997-1998,False
Anthony Johnson,219,PG,34,ORL,80,12,18.5,1.9,4.8,0.404,0.7,1.7,0.391,1.3,3.1,0.411,0.472,0.8,1.0,0.753,0.4,1.5,1.8,2.5,0.6,0.1,1.0,1.4,5.3,2008-2009,False
Anthony Morrow,312,SG,31,TOT,49,7,14.6,2.0,5.1,0.389,0.8,2.7,0.308,1.2,2.4,0.479,0.47,0.7,0.8,0.919,0.2,0.4,0.6,0.5,0.5,0.0,0.1,0.9,5.5,2016-2017,False
Anthony Parker,344,SF,36,CLE,51,51,25.1,2.8,6.4,0.433,1.0,2.7,0.362,1.8,3.7,0.484,0.509,0.7,1.1,0.625,0.2,2.5,2.7,2.4,0.7,0.1,1.0,1.3,7.2,2011-2012,False
Anthony Peeler,317,SG,34,SAC,75,0,18.5,2.1,4.6,0.448,0.9,1.9,0.482,1.2,2.8,0.425,0.546,0.7,0.8,0.836,0.4,1.6,2.0,1.6,0.7,0.1,1.0,1.4,5.7,2003-2004,False
Anthony Randolph,365,PF,24,DEN,43,5,12.3,1.6,4.1,0.386,0.4,1.4,0.295,1.2,2.7,0.435,0.438,1.2,1.6,0.754,0.5,2.4,2.8,0.7,0.6,0.4,0.9,1.5,4.8,2013-2014,False
Anthony Tolliver,475,PF,34,TOT,55,13,15.9,1.2,3.3,0.357,0.9,2.6,0.338,0.3,0.7,0.432,0.492,0.4,0.5,0.724,0.6,2.2,2.8,0.8,0.3,0.2,0.6,1.3,3.6,2019-2020,False
Antoine Wright,437,SF,25,TOR,67,10,20.8,2.4,6.0,0.406,0.9,2.6,0.335,1.6,3.4,0.46,0.479,0.8,1.1,0.688,0.6,2.3,2.8,1.1,0.4,0.2,0.9,2.0,6.5,2009-2010,False
Antonio Blakeney,53,SG,22,CHI,57,3,14.5,2.9,6.9,0.419,0.6,1.6,0.396,2.3,5.4,0.426,0.465,0.9,1.3,0.658,0.1,1.7,1.9,0.7,0.2,0.2,0.6,0.7,7.3,2018-2019,False
Antonio Burks,62,PG,25,MEM,57,1,10.0,0.9,2.5,0.354,0.0,0.1,0.167,0.9,2.4,0.362,0.358,0.2,0.4,0.435,0.1,0.6,0.6,1.3,0.4,0.0,0.6,0.8,2.0,2005-2006,False
Antonio Daniels,99,PG,33,TOT,74,9,13.8,1.3,3.2,0.419,0.3,0.8,0.367,1.0,2.4,0.438,0.466,1.1,1.4,0.8,0.1,1.0,1.0,2.4,0.4,0.0,0.8,0.7,4.1,2008-2009,False
Antonio Davis,95,PF-C,37,TOT,44,39,21.4,1.9,4.3,0.432,0.0,0.0,0.0,1.9,4.3,0.434,0.432,1.2,1.8,0.642,2.0,2.7,4.7,0.5,0.5,0.2,1.2,2.8,4.9,2005-2006,False
Archie Goodwin,159,PG,21,PHO,57,13,19.5,3.1,7.4,0.417,0.4,1.7,0.232,2.7,5.7,0.474,0.444,2.3,3.4,0.674,0.5,2.0,2.5,2.1,0.5,0.2,1.8,1.5,8.9,2015-2016,False
Armen Gilliam,148,PF,35,UTA,50,0,15.6,2.7,6.1,0.436,0.0,0.0,0.0,2.7,6.1,0.438,0.436,1.3,1.7,0.779,1.4,2.7,4.2,0.8,0.2,0.3,1.1,1.7,6.7,1999-2000,False
